,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
32235,West Footscray,342 Geelong Rd,3,h,910000.0,PI,Unity,3/03/2018,6.4,3012.0,4.0,2.0,2.0,364.0,Maribyrnong City Council,-37.80726,144.87576,Western Metropolitan,5058.0
32237,West Footscray,123 Suffolk St,3,h,1020000.0,PI,Village,3/03/2018,6.4,3012.0,3.0,1.0,4.0,408.0,Maribyrnong City Council,-37.79006,144.86804,Western Metropolitan,5058.0
32238,Westmeadows,32 Shadforth St,4,h,1100000.0,S,Jason,3/03/2018,16.5,3049.0,4.0,2.0,4.0,1273.0,Hume City Council,-37.67568,144.897,Northern Metropolitan,2474.0
32239,Wheelers Hill,31 Alex Av,5,h,2100000.0,PI,Barry,3/03/2018,16.7,3150.0,5.0,5.0,2.0,644.0,Monash City Council,-37.90532,145.19323,South-Eastern Metropolitan,7392.0
32242,Wheelers Hill,319 Lum Rd,3,h,850000.0,PI,Roger,3/03/2018,16.7,3150.0,3.0,1.0,2.0,766.0,Monash City Council,-37.92029,145.17683,South-Eastern Metropolitan,7392.0
32243,Wheelers Hill,6 Threadbow Cr,4,h,1200000.0,PI,Barry,3/03/2018,16.7,3150.0,4.0,2.0,4.0,650.0,Monash City Council,-37.9012,145.17872,South-Eastern Metropolitan,7392.0
32244,Williamstown,18 Charles St,3,h,1290000.0,SP,Williams,3/03/2018,6.8,3016.0,3.0,1.0,0.0,256.0,Hobsons Bay City Council,-37.86045,144.89185,Western Metropolitan,6380.0
32245,Williamstown,16 Hannan St,5,h,2720000.0,S,Jas,3/03/2018,6.8,3016.0,5.0,2.0,1.0,655.0,Hobsons Bay City Council,-37.86605,144.88686,Western Metropolitan,6380.0
32246,Williamstown,12 Melbourne Rd,3,h,1295000.0,PI,Greg,3/03/2018,6.8,3016.0,3.0,2.0,0.0,313.0,Hobsons Bay City Council,-37.86217,144.89765,Western Metropolitan,6380.0
32247,Williamstown,193 Melbourne Rd,2,h,980000.0,PI,Sweeney,3/03/2018,6.8,3016.0,2.0,1.0,1.0,294.0,Hobsons Bay City Council,-37.85149,144.88893,Western Metropolitan,6380.0
32248,Williamstown,38 Perry St,3,h,1075000.0,SP,Sweeney,3/03/2018,6.8,3016.0,3.0,2.0,1.0,269.0,Hobsons Bay City Council,-37.86157,144.8926,Western Metropolitan,6380.0
32249,Williamstown,39 Sandpiper Pl,4,h,2400000.0,SP,Greg,3/03/2018,6.8,3016.0,4.0,2.0,2.0,462.0,Hobsons Bay City Council,-37.86341,144.87786,Western Metropolitan,6380.0
32253,Windsor,3 Lewisham La,4,h,1350000.0,VB,Gary,3/03/2018,4.6,3181.0,4.0,2.0,2.0,1806.0,Port Phillip City Council,-37.85688,144.99854,Southern Metropolitan,4380.0
32257,Wollert,101 Eaststone Av,4,h,745000.0,SP,hockingstuart,3/03/2018,25.5,3750.0,4.0,3.0,2.0,476.0,Whittlesea City Council,-37.61722,145.00067,Northern Metropolitan,2940.0
32258,Wollert,10 Empress Av,4,h,850000.0,S,hockingstuart,3/03/2018,25.5,3750.0,4.0,3.0,2.0,612.0,Whittlesea City Council,-37.61426,145.01891,Northern Metropolitan,2940.0
32259,Wollert,136 Highpark Dr,4,h,600000.0,S,hockingstuart,3/03/2018,25.5,3750.0,4.0,2.0,2.0,400.0,Whittlesea City Council,-37.6145,145.02108,Northern Metropolitan,2940.0
32260,Wyndham Vale,18 Bolton Rd,3,h,455000.0,S,hockingstuart,3/03/2018,27.2,3024.0,3.0,1.0,4.0,562.0,Wyndham City Council,-37.88649,144.62864,Western Metropolitan,5262.0
32261,Wyndham Vale,3 Brett Pl,4,h,550000.0,S,YPA,3/03/2018,27.2,3024.0,4.0,2.0,2.0,561.0,Wyndham City Council,-37.89631,144.61712,Western Metropolitan,5262.0
32262,Yallambie,24 Coleen St,4,h,816000.0,S,Buckingham,3/03/2018,12.7,3085.0,4.0,1.0,2.0,652.0,Banyule City Council,-37.73126,145.08248,Northern Metropolitan,1369.0
32263,Yarraville,8 Corris St,4,h,2185000.0,PI,Jas,3/03/2018,6.3,3013.0,4.0,3.0,2.0,560.0,Maribyrnong City Council,-37.81612,144.87846,Western Metropolitan,6543.0
32264,Yarraville,170 Stephen St,4,h,1850000.0,PI,Village,3/03/2018,6.3,3013.0,4.0,1.0,3.0,515.0,Maribyrnong City Council,-37.81968,144.89355,Western Metropolitan,6543.0
32265,Yarraville,12 Stewart St,3,h,890000.0,PI,Jas,3/03/2018,6.3,3013.0,3.0,1.0,2.0,217.0,Maribyrnong City Council,-37.81082,144.88766,Western Metropolitan,6543.0
32267,Alphington,41 Broomfield Av,4,h,1575000.0,PI,Jellis,10/03/2018,5.7,3078.0,4.0,2.0,1.0,471.0,Darebin City Council,-37.77984,145.02149,Northern Metropolitan,2211.0
32268,Altona,14 Charles Rd,3,h,740000.0,PI,hockingstuart,10/03/2018,11.0,3018.0,3.0,2.0,2.0,267.0,Hobsons Bay City Council,-37.85424,144.81874,Western Metropolitan,5301.0
32269,Altona Meadows,84 Myers Pde,4,h,761000.0,S,Reliance,10/03/2018,15.5,3028.0,4.0,2.0,2.0,503.0,Hobsons Bay City Council,-37.87774,144.77313,Western Metropolitan,7630.0
32272,Balwyn North,8 Corhampton Rd,3,h,2315000.0,S,Jellis,10/03/2018,9.7,3104.0,3.0,2.0,2.0,863.0,Boroondara City Council,-37.79403,145.06742,Southern Metropolitan,7809.0
32276,Berwick,143 Viewgrand Dr,4,h,780000.0,SP,C21,10/03/2018,35.2,3806.0,4.0,2.0,2.0,652.0,Casey City Council,-38.07214,145.34383,Eastern Victoria,17093.0
32278,Blackburn North,28 Diana Dr,3,h,1150000.0,S,Noel,10/03/2018,13.4,3130.0,3.0,1.0,1.0,653.0,Whitehorse City Council,-37.81,145.16294,Eastern Metropolitan,2867.0
32284,Brighton,2B Barkly St,3,t,1900000.0,VB,Jellis,10/03/2018,10.5,3186.0,3.0,2.0,2.0,370.0,Bayside City Council,-37.9053,144.99382,Southern Metropolitan,10579.0
32285,Broadmeadows,26 Colin Ct,3,h,650000.0,S,@Realty,10/03/2018,14.0,3047.0,3.0,1.0,2.0,880.0,Hume City Council,-37.69336,144.92303,Northern Metropolitan,4294.0
32286,Broadmeadows,65 Graham St,3,h,698000.0,S,Eview,10/03/2018,14.0,3047.0,3.0,1.0,4.0,632.0,Hume City Council,-37.69193,144.92779,Northern Metropolitan,4294.0
32287,Brunswick,6 Bennie St,4,h,1320000.0,S,Collins,10/03/2018,5.2,3056.0,4.0,2.0,0.0,243.0,Moreland City Council,-37.76699,144.96641,Northern Metropolitan,11918.0
32292,Bulleen,42 Apex Cr,4,h,1158000.0,S,Barry,10/03/2018,10.8,3105.0,4.0,2.0,1.0,603.0,Manningham City Council,-37.76966,145.09116,Eastern Metropolitan,4480.0
32295,Bundoora,24 Neilsen Cr,3,h,640000.0,SP,Ray,10/03/2018,12.1,3083.0,3.0,1.0,2.0,653.0,Banyule City Council,-37.69684,145.04097,Northern Metropolitan,10175.0
32298,Burwood East,2 Tarwarri Pl,3,h,1250000.0,VB,Rounds,10/03/2018,14.7,3151.0,3.0,2.0,2.0,680.0,Whitehorse City Council,-37.85595,145.14235,Eastern Metropolitan,4048.0
32305,Coburg,92A Rennie St,3,h,975000.0,SP,Nelson,10/03/2018,6.7,3058.0,3.0,1.0,2.0,481.0,Darebin City Council,-37.75142,144.97404,Northern Metropolitan,11204.0
32306,Coburg North,2 Gaffney St,3,t,850000.0,VB,Stockdale,10/03/2018,6.7,3058.0,3.0,2.0,2.0,220.0,Darebin City Council,-37.73394,144.96666,Northern Metropolitan,3445.0
32307,Craigieburn,46 Baronial Wy,4,h,660000.0,S,Ray,10/03/2018,20.6,3064.0,4.0,2.0,2.0,448.0,Hume City Council,-37.6009,144.90096,Northern Metropolitan,15510.0
32308,Craigieburn,28 Bradshaw Av,3,h,455000.0,S,Barry,10/03/2018,20.6,3064.0,3.0,2.0,1.0,266.0,Hume City Council,-37.57286,144.90412,Northern Metropolitan,15510.0
32309,Craigieburn,112 Bridgewater Rd,4,h,583000.0,S,Ray,10/03/2018,20.6,3064.0,4.0,2.0,4.0,731.0,Hume City Council,-37.60894,144.92786,Northern Metropolitan,15510.0
32310,Craigieburn,13 Creighton Wy,4,h,613500.0,S,Ray,10/03/2018,20.6,3064.0,4.0,2.0,2.0,584.0,Hume City Council,-37.578,144.93654,Northern Metropolitan,15510.0
32311,Craigieburn,34 Emblem Wy,4,h,740000.0,S,LJ,10/03/2018,20.6,3064.0,4.0,2.0,2.0,512.0,Hume City Council,-37.59385,144.89137,Northern Metropolitan,15510.0
32312,Craigieburn,3 Epsom Ct,4,h,650000.0,S,Barry,10/03/2018,20.6,3064.0,4.0,2.0,2.0,694.0,Hume City Council,-37.60349,144.92827,Northern Metropolitan,15510.0
32314,Craigieburn,64 Newbury Bvd,4,h,700000.0,S,Ray,10/03/2018,20.6,3064.0,4.0,2.0,2.0,502.0,Hume City Council,-37.58047,144.90524,Northern Metropolitan,15510.0
32315,Craigieburn,16 Princetown Av,3,h,562500.0,PI,Barry,10/03/2018,20.6,3064.0,3.0,2.0,2.0,653.0,Hume City Council,-37.60661,144.92949,Northern Metropolitan,15510.0
32316,Dallas,2 Sale Ct,3,h,510000.0,S,FN,10/03/2018,14.0,3047.0,3.0,2.0,6.0,588.0,Hume City Council,-37.66673,144.93988,Northern Metropolitan,2246.0
32317,Dallas,12 Washington St,3,h,520000.0,S,FN,10/03/2018,14.0,3047.0,3.0,2.0,5.0,578.0,Hume City Council,-37.66698,144.94497,Northern Metropolitan,2246.0
32318,Dandenong North,54 Neasham Dr,3,h,642500.0,S,Le,10/03/2018,24.7,3175.0,3.0,2.0,2.0,551.0,Greater Dandenong City Council,-37.94526,145.19999,South-Eastern Metropolitan,8322.0
32319,Doncaster,23 Frederick St,5,h,2250000.0,PI,Jellis,10/03/2018,12.4,3108.0,5.0,4.0,1.0,981.0,Manningham City Council,-37.78983,145.1262,Eastern Metropolitan,9028.0
32321,Doncaster East,55 Gedye St,5,h,1200000.0,SP,Barry,10/03/2018,14.3,3109.0,5.0,3.0,2.0,653.0,Manningham City Council,-37.79751,145.14706,Eastern Metropolitan,10999.0
32322,Eltham,29 Green Pl,4,h,1230000.0,S,Buckingham,10/03/2018,18.0,3095.0,4.0,2.0,1.0,424.0,Banyule City Council,-37.70693,145.1477,Eastern Metropolitan,6990.0
32323,Epping,14 Cerise Av,3,h,622000.0,S,Iconek,10/03/2018,19.6,3076.0,3.0,2.0,2.0,435.0,Whittlesea City Council,-37.62477,145.01424,Northern Metropolitan,10926.0
32324,Epping,780 Edgars Rd,3,h,592000.0,S,Iconek,10/03/2018,19.6,3076.0,3.0,2.0,2.0,360.0,Whittlesea City Council,-37.6287,145.00557,Northern Metropolitan,10926.0
32326,Epping,4 Martingale Ct,3,h,589500.0,S,Ray,10/03/2018,19.6,3076.0,3.0,1.0,2.0,545.0,Whittlesea City Council,-37.64249,145.05521,Northern Metropolitan,10926.0
32332,Gladstone Park,37 Samara Gr,3,h,619500.0,SP,Raine,10/03/2018,12.9,3043.0,3.0,2.0,2.0,552.0,Hume City Council,-37.69758,144.88911,Western Metropolitan,3285.0
32335,Glen Waverley,4 Canova Dr,3,h,1075000.0,S,Ray,10/03/2018,16.7,3150.0,4.0,2.0,2.0,646.0,Monash City Council,-37.86206,145.16452,Eastern Metropolitan,15321.0
32336,Glen Waverley,5 Wilfred Ct,5,h,815000.0,S,Barry,10/03/2018,16.7,3150.0,5.0,3.0,2.0,895.0,Monash City Council,-37.89524,145.1587,Eastern Metropolitan,15321.0
32337,Glenroy,15 George St,4,h,876500.0,S,Eview,10/03/2018,11.2,3046.0,4.0,2.0,2.0,600.0,Moreland City Council,-37.71283,144.91446,Northern Metropolitan,8870.0
32338,Glenroy,75 Glen St,3,h,680000.0,VB,RW,10/03/2018,11.2,3046.0,3.0,1.0,6.0,669.0,Moreland City Council,-37.69805,144.92765,Northern Metropolitan,8870.0
32339,Glenroy,6 Gordon Ct,3,h,777777.0,S,Stockdale,10/03/2018,11.2,3046.0,3.0,1.0,2.0,650.0,Moreland City Council,-37.69824,144.92347,Northern Metropolitan,8870.0
32340,Glenroy,28 William St,4,t,905000.0,S,Stockdale,10/03/2018,11.2,3046.0,4.0,3.0,2.0,1266.0,Moreland City Council,-37.71059,144.91028,Northern Metropolitan,8870.0
32341,Greenvale,11 Scarlet Dr,4,h,675000.0,S,HAR,10/03/2018,20.4,3059.0,4.0,2.0,4.0,448.0,Hume City Council,-37.62097,144.87569,Northern Metropolitan,4864.0
32343,Heidelberg,5/2 Vine St,3,u,588000.0,S,Miles,10/03/2018,8.9,3084.0,3.0,1.0,1.0,809.0,Banyule City Council,-37.75791,145.07229,Eastern Metropolitan,2890.0
32345,Hoppers Crossing,32 Sier Av,3,h,428000.0,S,Sweeney,10/03/2018,18.4,3029.0,3.0,2.0,1.0,410.0,Wyndham City Council,-37.86608,144.68721,Western Metropolitan,13830.0
32346,Keilor Downs,1 Tulloch Ct,4,h,760000.0,S,Barry,10/03/2018,15.5,3038.0,4.0,2.0,2.0,743.0,Brimbank City Council,-37.71354,144.7927,Western Metropolitan,3656.0
32347,Keilor East,9A Nyah St,3,h,616000.0,S,Hodges,10/03/2018,11.7,3033.0,3.0,1.0,2.0,169.0,Brimbank City Council,-37.73562,144.86741,Western Metropolitan,5629.0
32348,Keilor East,75 Quinn Gr,3,h,950000.0,PI,Nelson,10/03/2018,11.7,3033.0,3.0,1.0,2.0,649.0,Brimbank City Council,-37.74317,144.86868,Western Metropolitan,5629.0
32349,Keilor East,23 Viewbank Dr,4,h,1000000.0,VB,Nelson,10/03/2018,11.7,3033.0,4.0,2.0,2.0,545.0,Brimbank City Council,-37.74794,144.87634,Western Metropolitan,5629.0
32351,Kensington,87 Barnett St,3,h,1122500.0,S,Edward,10/03/2018,3.4,3031.0,3.0,1.0,0.0,170.0,Melbourne City Council,-37.79399,144.93212,Northern Metropolitan,5263.0
32354,Kingsbury,36 Keats Av,3,h,800000.0,S,Barry,10/03/2018,12.1,3083.0,3.0,1.0,2.0,552.0,Darebin City Council,-37.7178,145.03501,Northern Metropolitan,1414.0
32356,Lysterfield,7 Saunders Cl,3,h,730000.0,PI,Noel,10/03/2018,24.8,3156.0,3.0,1.0,2.0,622.0,Knox City Council,-37.91857,145.27292,South-Eastern Metropolitan,2126.0
32359,Melton South,38 Andrew St,3,h,380000.0,S,PRDNationwide,10/03/2018,29.8,3338.0,3.0,1.0,1.0,570.0,Melton City Council,-37.69648,144.57923,Western Victoria,4718.0
32361,Mernda,6 Shura Dr,4,h,610000.0,SP,LITTLE,10/03/2018,25.9,3754.0,4.0,2.0,2.0,448.0,Whittlesea City Council,-37.59945,145.06712,Northern Metropolitan,5812.0
32363,Mill Park,5 Newhaven Ct,5,h,780000.0,S,HAR,10/03/2018,17.9,3082.0,5.0,2.0,2.0,681.0,Whittlesea City Council,-37.67273,145.06998,Northern Metropolitan,10529.0
32364,Mill Park,12 Statesman Cr,3,h,763000.0,S,HAR,10/03/2018,17.9,3082.0,3.0,2.0,4.0,620.0,Whittlesea City Council,-37.67329,145.06874,Northern Metropolitan,10529.0
32370,Mulgrave,13 Anora Cr,4,h,845000.0,S,Ray,10/03/2018,18.8,3170.0,4.0,1.0,3.0,650.0,Monash City Council,-37.92092,145.17123,South-Eastern Metropolitan,7113.0
32373,Noble Park,24 Holmes St,4,h,920000.0,S,Eview,10/03/2018,22.7,3174.0,4.0,3.0,5.0,661.0,Greater Dandenong City Council,-37.97231,145.18881,South-Eastern Metropolitan,11806.0
32374,Northcote,124 Arthurton Rd,3,h,1010000.0,S,Nelson,10/03/2018,5.3,3070.0,3.0,1.0,2.0,422.0,Darebin City Council,-37.76798,144.98901,Northern Metropolitan,11364.0
32376,Northcote,221 Mitchell St,4,h,1700000.0,VB,Jellis,10/03/2018,5.3,3070.0,4.0,1.0,2.0,486.0,Darebin City Council,-37.77373,145.01414,Northern Metropolitan,11364.0
32377,Northcote,227 Mitchell St,4,h,1375000.0,S,Ray,10/03/2018,5.3,3070.0,4.0,1.0,2.0,496.0,Darebin City Council,-37.7738,145.01476,Northern Metropolitan,11364.0
32378,Northcote,18 Tanner Gr,3,h,1660000.0,SP,Jellis,10/03/2018,5.3,3070.0,3.0,1.0,2.0,626.0,Darebin City Council,-37.77193,145.01048,Northern Metropolitan,11364.0
32382,Oakleigh East,38 Nonna St,4,h,1140000.0,S,Buxton,10/03/2018,12.3,3166.0,4.0,2.0,2.0,733.0,Monash City Council,-37.89974,145.11705,Southern Metropolitan,2547.0
32383,Officer,7 Madison Pl,4,h,667000.0,S,O'Brien,10/03/2018,43.3,3809.0,4.0,2.0,2.0,576.0,Cardinia Shire Council,-38.06706,145.42415,Eastern Victoria,2768.0
32384,Pakenham,1 Smethurst Av,3,h,510000.0,S,O'Brien,10/03/2018,47.3,3810.0,3.0,1.0,0.0,945.0,Cardinia Shire Council,-38.07646,145.46778,Eastern Victoria,17384.0
32390,Point Cook,3 Ivory Av,4,h,640000.0,PI,hockingstuart,10/03/2018,14.7,3030.0,4.0,2.0,2.0,448.0,Wyndham City Council,-37.91013,144.74066,Western Metropolitan,15542.0
32391,Point Cook,92 Middleton Dr,4,h,543080.0,S,Raine,10/03/2018,14.7,3030.0,4.0,2.0,2.0,354.0,Wyndham City Council,-37.90376,144.75973,Western Metropolitan,15542.0
32392,Point Cook,18 Picton La,3,t,516000.0,S,Point,10/03/2018,14.7,3030.0,3.0,2.0,2.0,187.0,Wyndham City Council,-37.87814,144.74433,Western Metropolitan,15542.0
32394,Port Melbourne,172 Clark St,3,h,2465000.0,S,Frank,10/03/2018,3.5,3207.0,3.0,1.0,1.0,367.0,Melbourne City Council,-37.83397,144.93677,Southern Metropolitan,8648.0
32395,Port Melbourne,213 Station St,3,t,1100000.0,VB,Cayzer,10/03/2018,3.5,3207.0,3.0,1.0,2.0,89.0,Melbourne City Council,-37.83208,144.94679,Southern Metropolitan,8648.0
32397,Reservoir,51 Elinda Pl,2,u,460000.0,SP,Ray,10/03/2018,12.0,3073.0,2.0,1.0,2.0,176.0,Darebin City Council,-37.69898,145.02387,Northern Metropolitan,21650.0
32399,Reservoir,55 Nisbett St,2,h,650000.0,PI,Ray,10/03/2018,12.0,3073.0,2.0,1.0,2.0,581.0,Darebin City Council,-37.72768,145.02981,Northern Metropolitan,21650.0
32400,Reservoir,48 Purinuan Rd,3,h,822000.0,S,Ray,10/03/2018,12.0,3073.0,3.0,1.0,1.0,761.0,Darebin City Council,-37.70891,145.02801,Northern Metropolitan,21650.0
32401,Roxburgh Park,12 Almands Av,4,h,705000.0,S,YPA,10/03/2018,20.6,3064.0,4.0,2.0,2.0,498.0,Hume City Council,-37.63457,144.93155,Northern Metropolitan,5833.0
32402,Roxburgh Park,11 Stainsby Cr,3,h,600000.0,S,Raine,10/03/2018,20.6,3064.0,3.0,2.0,2.0,532.0,Hume City Council,-37.63698,144.92965,Northern Metropolitan,5833.0
32403,Roxburgh Park,23 Wrigley Cr,4,h,622000.0,S,Raine,10/03/2018,20.6,3064.0,4.0,2.0,1.0,530.0,Hume City Council,-37.62352,144.93133,Northern Metropolitan,5833.0
32404,South Kingsville,56a Vernon St,2,t,730000.0,S,Village,10/03/2018,6.2,3015.0,2.0,1.0,1.0,215.0,Hobsons Bay City Council,-37.83167,144.87129,Western Metropolitan,984.0
32407,South Morang,23 Palisades Bvd,4,h,774000.0,S,HAR,10/03/2018,20.5,3752.0,4.0,2.0,2.0,517.0,Whittlesea City Council,-37.61894,145.06873,Northern Metropolitan,7969.0
32411,Sunbury,15 Allen Ct,3,h,540000.0,S,Raine,10/03/2018,31.7,3429.0,3.0,2.0,2.0,690.0,Hume City Council,-37.56636,144.70553,Western Metropolitan,14092.0
32412,Sunbury,3 Knox Ct,3,h,650000.0,S,Leading,10/03/2018,31.7,3429.0,3.0,2.0,1.0,775.0,Hume City Council,-37.57439,144.72738,Western Metropolitan,14092.0
32414,Sydenham,11 Lorinda Cl,3,h,645000.0,SP,YPA,10/03/2018,18.0,3037.0,3.0,2.0,2.0,646.0,Brimbank City Council,-37.70063,144.76042,Western Metropolitan,3640.0
32416,Tarneit,1 Northbridge Dr,5,h,610000.0,SP,Sweeney,10/03/2018,18.4,3029.0,5.0,2.0,2.0,550.0,Wyndham City Council,-37.83753,144.66697,Western Metropolitan,10160.0
32417,Taylors Hill,29 Nepean Wy,4,h,700000.0,VB,YPA,10/03/2018,18.0,3037.0,4.0,2.0,2.0,630.0,Melton City Council,-37.71782,144.75353,Western Metropolitan,4242.0
32418,Thomastown,7 Dent Ct,4,h,592500.0,SP,Skad,10/03/2018,15.3,3074.0,4.0,1.0,4.0,567.0,Whittlesea City Council,-37.68208,145.00124,Northern Metropolitan,7955.0
32424,Wantirna South,48 Honey Av,5,h,1180501.0,SP,Barry,10/03/2018,14.7,3152.0,5.0,3.0,2.0,392.0,Knox City Council,-37.88011,145.23567,Eastern Metropolitan,7082.0
32427,Werribee,6 Tarneit Rd,3,h,723500.0,S,FN,10/03/2018,14.7,3030.0,3.0,1.0,1.0,808.0,Wyndham City Council,-37.89639,144.66498,Western Metropolitan,16166.0
32429,Werribee,7 Xavier Ct,3,h,504000.0,SP,YPA,10/03/2018,14.7,3030.0,3.0,2.0,2.0,600.0,Wyndham City Council,-37.89506,144.64168,Western Metropolitan,16166.0
32431,Wollert,24 Saltlake Bvd,4,h,597500.0,S,hockingstuart,10/03/2018,25.5,3750.0,4.0,2.0,2.0,400.0,Whittlesea City Council,-37.61106,145.039,Northern Metropolitan,2940.0
32432,Wollert,36 Saltlake Bvd,4,h,740000.0,S,hockingstuart,10/03/2018,25.5,3750.0,4.0,2.0,2.0,512.0,Whittlesea City Council,-37.61177,145.03887,Northern Metropolitan,2940.0
32434,Abbotsford,16 Federation La,3,h,955000.0,S,Biggin,17/02/2018,3.0,3067.0,3.0,2.0,2.0,86.0,Yarra City Council,-37.79686,144.99621,Northern Metropolitan,4019.0
32436,Abbotsford,31 Park St,3,h,1200000.0,S,Biggin,17/02/2018,3.0,3067.0,3.0,1.0,1.0,211.0,Yarra City Council,-37.80864,144.99386,Northern Metropolitan,4019.0
32439,Airport West,50 Marshall Rd,4,t,910000.0,S,Jellis,17/02/2018,10.4,3042.0,4.0,3.0,2.0,306.0,Moonee Valley City Council,-37.7173,144.88754,Western Metropolitan,3464.0
32444,Altona Meadows,13 Dillon Ct,4,h,783000.0,S,Barry,17/02/2018,15.5,3028.0,4.0,2.0,2.0,489.0,Hobsons Bay City Council,-37.87536,144.77117,Western Metropolitan,7630.0
32450,Ascot Vale,21A Elliott St,2,h,809000.0,S,Nelson,17/02/2018,4.3,3032.0,2.0,1.0,1.0,219.0,Moonee Valley City Council,-37.78153,144.90857,Western Metropolitan,6567.0
32452,Ascot Vale,12 Mirams St,3,h,1550000.0,PI,Rendina,17/02/2018,4.3,3032.0,3.0,2.0,1.0,1350.0,Moonee Valley City Council,-37.77659,144.91428,Western Metropolitan,6567.0
32454,Avondale Heights,1A Arvern Av,3,h,775500.0,S,Nelson,17/02/2018,9.5,3034.0,3.0,2.0,3.0,206.0,Moonee Valley City Council,-37.76663,144.86703,Western Metropolitan,4502.0
32455,Balaclava,11 Nelson St,2,h,1062000.0,PI,McGrath,17/02/2018,6.4,3183.0,2.0,1.0,2.0,240.0,Port Phillip City Council,-37.86631,144.99358,Southern Metropolitan,2952.0
32456,Balwyn,8 Birdwood St,3,u,1510000.0,S,Noel,17/02/2018,7.9,3103.0,3.0,2.0,2.0,410.0,Boroondara City Council,-37.80311,145.06336,Southern Metropolitan,5682.0
32457,Balwyn,14 Winmalee Rd,3,h,2400000.0,S,Jellis,17/02/2018,7.9,3103.0,3.0,2.0,2.0,911.0,Boroondara City Council,-37.80699,145.08436,Southern Metropolitan,5682.0
32458,Balwyn North,41 Harrington Av,5,h,2350000.0,VB,Marshall,17/02/2018,9.7,3104.0,5.0,2.0,2.0,1005.0,Boroondara City Council,-37.79389,145.09822,Southern Metropolitan,7809.0
32459,Beaumaris,32 Coreen Av,4,h,1660000.0,SP,Buxton,17/02/2018,17.3,3193.0,4.0,3.0,2.0,592.0,Bayside City Council,-37.97948,145.04143,Southern Metropolitan,5366.0
32460,Beaumaris,12 Stawell St,4,h,2082000.0,S,Buxton,17/02/2018,17.3,3193.0,4.0,2.0,2.0,650.0,Bayside City Council,-37.98316,145.02748,Southern Metropolitan,5366.0
32461,Beaumaris,17 Summerhill Rd,3,h,1730000.0,S,Buxton,17/02/2018,17.3,3193.0,3.0,1.0,3.0,667.0,Bayside City Council,-37.9754,145.02694,Southern Metropolitan,5366.0
32463,Bentleigh,45 Huntley Rd,4,h,1650000.0,S,Buxton,17/02/2018,11.4,3204.0,4.0,1.0,2.0,729.0,Glen Eira City Council,-37.91289,145.0287,Southern Metropolitan,6795.0
32464,Bentleigh,79 North Av,4,h,1400000.0,VB,Jellis,17/02/2018,11.4,3204.0,4.0,2.0,2.0,602.0,Glen Eira City Council,-37.92267,145.0356,Southern Metropolitan,6795.0
32466,Bentleigh,14 Riddle St,3,h,1360500.0,S,C21,17/02/2018,11.4,3204.0,3.0,2.0,2.0,598.0,Glen Eira City Council,-37.92353,145.04358,Southern Metropolitan,6795.0
32467,Bentleigh,23 Vale St,3,h,1165000.0,S,Buxton,17/02/2018,11.4,3204.0,3.0,2.0,2.0,383.0,Glen Eira City Council,-37.92437,145.04154,Southern Metropolitan,6795.0
32470,Bentleigh East,13A Brosnan Rd,3,t,1100000.0,VB,Jellis,17/02/2018,13.8,3165.0,3.0,3.0,2.0,295.0,Glen Eira City Council,-37.93227,145.06377,Southern Metropolitan,10969.0
32471,Bentleigh East,13 Greenview Ct,3,h,1160000.0,S,Jellis,17/02/2018,13.8,3165.0,3.0,1.0,2.0,589.0,Glen Eira City Council,-37.93648,145.07433,Southern Metropolitan,10969.0
32473,Bentleigh East,13A Juliana St,4,t,1375000.0,PI,Greg,17/02/2018,13.8,3165.0,4.0,3.0,2.0,299.0,Glen Eira City Council,-37.9144,145.05941,Southern Metropolitan,10969.0
32474,Bentleigh East,12 May St,2,h,1430000.0,S,Jellis,17/02/2018,13.8,3165.0,2.0,1.0,3.0,580.0,Glen Eira City Council,-37.91766,145.05294,Southern Metropolitan,10969.0
32476,Black Rock,211 Beach Rd,4,h,2720000.0,S,Buxton,17/02/2018,17.3,3193.0,4.0,3.0,4.0,604.0,Bayside City Council,-37.96408,145.0124,Southern Metropolitan,2866.0
32477,Blackburn,1 Orana St,3,h,1505000.0,S,Fletchers,17/02/2018,13.4,3130.0,3.0,1.0,2.0,651.0,Whitehorse City Council,-37.82893,145.14076,Eastern Metropolitan,5713.0
32478,Blackburn North,12 Killeen Av,5,h,990000.0,PI,Nelson,17/02/2018,13.4,3130.0,5.0,2.0,2.0,544.0,Whitehorse City Council,-37.80532,145.16109,Eastern Metropolitan,2867.0
32479,Blackburn South,9 Adrian Av,3,h,1050000.0,PI,Fletchers,17/02/2018,13.4,3130.0,3.0,1.0,2.0,648.0,Whitehorse City Council,-37.84477,145.15582,Eastern Metropolitan,4387.0
32480,Blackburn South,1a Agnew St,3,t,1000000.0,VB,Noel,17/02/2018,13.4,3130.0,3.0,3.0,2.0,192.0,Whitehorse City Council,-37.83217,145.13642,Eastern Metropolitan,4387.0
32481,Blackburn South,9 Wardle Cl,4,h,1250000.0,S,Noel,17/02/2018,13.4,3130.0,4.0,2.0,2.0,616.0,Whitehorse City Council,-37.83624,145.14265,Eastern Metropolitan,4387.0
